id,name,description,manufacturer,price,name_clean,description_clean,manufacturer_clean,price_clean,brand_clean,price_flag
207533462,KENWOOD KCA-SR50 SIRIUS Radio Translator for In-Dash Head Units,,Kenwood,$42.36,kenwood kcasr50 sirius radio translator for indash head units,,kenwood,42.36,kenwood,False
207534895,Sony 16GB Memory Stick PRO Duo Card (Mark 2) - MSMT16G,16 GB,Sony,$110.99,sony 16gb memory stick pro duo card mark 2  msmt16g,16 gb,sony,110.99,sony,False
207535170,Garmin nvi 205 Automobile Navigator - 010-00717-40,Garmin nuvi 205 Automobile Navigator - 3.5' Active Matrix TFT Color LCD,Garmin,,garmin nvi 205 automobile navigator  0100071740,garmin nuvi 205 automobile navigator  35 active matrix tft color lcd,garmin,,garmin,True
207535265,Lasonic LTA-260 ATSC Converter Box,,LASONIC,,lasonic lta260 atsc converter box,,lasonic,,lasonic,True
207536225,Garmin nvi 255W Automobile Navigator - 010-00718-20,"Garmin nuvi 255W 4.3' GPS w/ Text To Speech, Where Am I?",Garmin,$204.99,garmin nvi 255w automobile navigator  0100071820,garmin nuvi 255w 43 gps w text to speech where am i,garmin,204.99,garmin,False
207536226,Garmin nvi 205W Automobile Navigator - 010-00718-40,Garmin nuvi 205W Portable GPS System w/ Preloaded Maps,Garmin,$162.99,garmin nvi 205w automobile navigator  0100071840,garmin nuvi 205w portable gps system w preloaded maps,garmin,162.99,garmin,False
207538225,Panasonic KX-TG4321B 5.8 GHz Expandable Digital Cordless Phone,1 x Phone Line(s) - Black,Panasonic,,panasonic kxtg4321b 58 ghz expandable digital cordless phone,1 x phone lines  black,panasonic,,panasonic,True
207539418,Samsung L200 Digital Camera - Black - EC-L200ZBBA/US,"Samsung L200 10 Megapixel Digital Camera with 2.5 LCD, 3x Optical Zoom, Digital Image Stabilization, Face Detection Function - Black",Samsung,$119.00,samsung l200 digital camera  black  ecl200zbbaus,samsung l200 10 megapixel digital camera with 25 lcd 3x optical zoom digital image stabilization face detection function  black,samsung,119.0,samsung,False
207540310,"Sony Mylo COM-2 PDA (1GB, Memory Stick Duo) Personal Communicator - COM2WHITE",,Sony,$197.88,sony mylo com2 pda 1gb memory stick duo personal communicator  com2white,,sony,197.88,sony,False
207542597,Sony Cyber-shot DSC-H10 Digital Camera - Black - DSCH10/B,8.1 Megapixel - 16:9 - 2x Digital Zoom - 3' Active Matrix TFT Color LCD,Sony,$213.72,sony cybershot dsch10 digital camera  black  dsch10b,81 megapixel  169  2x digital zoom  3 active matrix tft color lcd,sony,213.72,sony,False
207542598,Sony Cyber-shot DSC-W120 Digital Camera - Silver - DSCW120,16:9 - 2x Digital Zoom - 2.5' Active Matrix TFT Color LCD,Sony,$106.42,sony cybershot dscw120 digital camera  silver  dscw120,169  2x digital zoom  25 active matrix tft color lcd,sony,106.42,sony,False
207542599,Sony DSC-750 Cyber-shot Digital Camera - DSC750,,Sony,$99.72,sony dsc750 cybershot digital camera  dsc750,,sony,99.72,sony,False
207543188,Panasonic KX-TG9361B Expandable Digital Cordless Phone,1 x Phone Line(s) - Black,Panasonic,$45.04,panasonic kxtg9361b expandable digital cordless phone,1 x phone lines  black,panasonic,45.04,panasonic,False
207543189,Panasonic KX-TG9372B Expandable Digital Cordless Phone,1 x Phone Line(s) - Black,Panasonic,$86.54,panasonic kxtg9372b expandable digital cordless phone,1 x phone lines  black,panasonic,86.54,panasonic,False
207543190,Panasonic KX-TG9344T Expandable Digital Cordless Phone,1 x Phone Line(s),Panasonic,$116.21,panasonic kxtg9344t expandable digital cordless phone,1 x phone lines,panasonic,116.21,panasonic,False
207543191,Panasonic KX-TG9343T Cordless Phone,Panasonic KX-TG9343T DECT 6.0 Expandable Digital Cordless Answering System w/3 Handsets,Panasonic,$102.12,panasonic kxtg9343t cordless phone,panasonic kxtg9343t dect 60 expandable digital cordless answering system w3 handsets,panasonic,102.12,panasonic,False
207543192,Panasonic KX-TG9342T Cordless Phone,"1 x Phone Line(s) - Black, Metallic",Panasonic,,panasonic kxtg9342t cordless phone,1 x phone lines  black metallic,panasonic,,panasonic,True
207543193,Panasonic KX-TG9341T Cordless Phone,"1 x Phone Line(s) - Black, Metallic",Panasonic,,panasonic kxtg9341t cordless phone,1 x phone lines  black metallic,panasonic,,panasonic,True
207543196,Panasonic KX-TG9332S DECT 6.0 Expandable Digital Cordless Phone,1 x Phone Line(s) - Silver,Panasonic,,panasonic kxtg9332s dect 60 expandable digital cordless phone,1 x phone lines  silver,panasonic,,panasonic,True
207543197,Panasonic KX-TG9333T Cordless Phone - KX-TG9333T,Panasonic DECT 6.0 1.9GHz Expandable Cordless Phone with Digital Answering System,Panasonic,,panasonic kxtg9333t cordless phone  kxtg9333t,panasonic dect 60 19ghz expandable cordless phone with digital answering system,panasonic,,panasonic,True
207543198,Panasonic KX-TG9332T Cordless Phone,"1 x Phone Line(s) - Black, Metallic",Panasonic,,panasonic kxtg9332t cordless phone,1 x phone lines  black metallic,panasonic,,panasonic,True
207543201,Panasonic KX-TG9348T Expandable Digital Cordless Phone,1 x Phone Line(s) - Metallic Black,Panasonic,,panasonic kxtg9348t expandable digital cordless phone,1 x phone lines  metallic black,panasonic,,panasonic,True
207544265,DNX5120 All-in-One Navigation/DVD Entertainment System,,Kenwood,$635.00,dnx5120 allinone navigationdvd entertainment system,,kenwood,635.0,kenwood,False
207544306,"ONKYO 6-DISC CD CHANGER W/VLSC, BLACK NIC - DX-C390",,Unknown,$179.72,onkyo 6disc cd changer wvlsc black nic  dxc390,,unknown,179.72,unknown,False
207552185,Olympus EVOLT E-420 Digital SLR Camera With 14 - 42mm f/3.5-f/5.6 Zuiko Digital Zoom Lens - Black - 262081,"Olympus EVOLT E-420 10 Megapixel Digital SLR Camera with 14-42MM Outfit, Autofocus, Live View, Face Detection & Dust Reduction",Olympus,$403.72,olympus evolt e420 digital slr camera with 14  42mm f35f56 zuiko digital zoom lens  black  262081,olympus evolt e420 10 megapixel digital slr camera with 1442mm outfit autofocus live view face detection  dust reduction,olympus,403.72,olympus,False
207554111,Apple Time Capsule Network Hard Drive - MB277LL/A,1TB - Type A USB,Apple,$439.00,apple time capsule network hard drive  mb277lla,1tb  type a usb,apple,439.0,apple,False
207595882,Samsung LN46A650 46' LCD TV,"Samsung LN46A650 - 46' 1080p LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 120Hz - 4ms Response Time",Samsung,"$1,599.98",samsung ln46a650 46 lcd tv,samsung ln46a650  46 1080p lcd hdtv  500001 dynamic contrast ratio  120hz  4ms response time,samsung,1599.98,samsung,False
207637777,Samsung LN40A550 40' LCD TV,"Samsung LN40A550 - 40' Widescreen 1080p LCD HDTV - 30,000:1 Dynamic Contrast Ratio - 5ms Response Time - Piano Black",Samsung,$910.99,samsung ln40a550 40 lcd tv,samsung ln40a550  40 widescreen 1080p lcd hdtv  300001 dynamic contrast ratio  5ms response time  piano black,samsung,910.99,samsung,False
207637793,Panasonic Palmcorder SDR-H60 Digital Camcorder - SDR-H60S,"Panasonic SDR-H60 60GB Hard Disk Drive/SD Hybrid Camcorder with 50x Optical Zoom, Advanced Optical Image Stabilization, One-Touch DVD Copy, Anti-Shock Shield and One-Touch Navigation, Records to Internal Hard Drive or SD Card",Panasonic,,panasonic palmcorder sdrh60 digital camcorder  sdrh60s,panasonic sdrh60 60gb hard disk drivesd hybrid camcorder with 50x optical zoom advanced optical image stabilization onetouch dvd copy antishock shield and onetouch navigation records to internal hard drive or sd card,panasonic,,panasonic,True
207642166,Samsung LN52A650 52' LCD TV,"Samsung LN52A650 - 52' 1080p LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 120Hz - 4ms Response Time",Samsung,"$1,895.00",samsung ln52a650 52 lcd tv,samsung ln52a650  52 1080p lcd hdtv  500001 dynamic contrast ratio  120hz  4ms response time,samsung,1895.0,samsung,False
207642355,Samsung HT-Z510 Home Theater System,"DVD Player, 5.1 Speakers - 5 Disc(s) - Progressive Scan - 1200W RMS - Dolby Digital, Dolby Pro Logic II, DTS",Samsung,$321.55,samsung htz510 home theater system,dvd player 51 speakers  5 discs  progressive scan  1200w rms  dolby digital dolby pro logic ii dts,samsung,321.55,samsung,False
207642358,Samsung PN50A450 50' Plasma TV,"Samsung PN50A450 - 50' Widescreen 720p Plasma HDTV - 1,000,000:1 Dynamic Contrast Ratio - Piano Black",Samsung,$995.00,samsung pn50a450 50 plasma tv,samsung pn50a450  50 widescreen 720p plasma hdtv  10000001 dynamic contrast ratio  piano black,samsung,995.0,samsung,False
207642497,"Samsung DVD-VR375 DVD/VCR Combo - DVD+RW, DVD-RW, DVD-RAM, DVD+R, DVD-R, VHS, CD-RW - DVD Video, CD-DA, MP3, MPEG-4, WMA, JPEG, DivX Playback - Progressive Scan",,Samsung,$154.64,samsung dvdvr375 dvdvcr combo  dvdrw dvdrw dvdram dvdr dvdr vhs cdrw  dvd video cdda mp3 mpeg4 wma jpeg divx playback  progressive scan,,samsung,154.64,samsung,False
207643190,Canon PowerShot SD790 IS Digital Camera - 2554B001,"Canon PowerShot SD790 IS 10 Megapixel Digital Camera with 3x Optical Zoom, 3' LCD, & PictBridge",Canon,,canon powershot sd790 is digital camera  2554b001,canon powershot sd790 is 10 megapixel digital camera with 3x optical zoom 3 lcd  pictbridge,canon,,canon,True
207643194,Canon PowerShot SD890 IS Digital Camera - 2566B001,"Canon PowerShot SD890 IS 10 Megapixel, 5x Optical Zoom, 2.5' LCD, UA Lens Digital Camera",Canon,$198.00,canon powershot sd890 is digital camera  2566b001,canon powershot sd890 is 10 megapixel 5x optical zoom 25 lcd ua lens digital camera,canon,198.0,canon,False
207645242,Canon EF-S 55-250mm f/4-5.6 IS Telephoto Zoom Lens - 2044B002,55mm to 250mm - f/4 to 5.6,Canon,$232.98,canon efs 55250mm f456 is telephoto zoom lens  2044b002,55mm to 250mm  f4 to 56,canon,232.98,canon,False
207652053,SAMSUNG DVD HM THEATER SYS 5 DISC NIC - HT-Z410/XAA,,Samsung,$235.14,samsung dvd hm theater sys 5 disc nic  htz410xaa,,samsung,235.14,samsung,False
207652055,"Samsung LN52A550 - 52' Widescreen 1080p LCD HDTV - 30,000:1 Dynamic Contrast Ratio - 5ms Response Time - Piano Black",,Samsung,"$1,579.00",samsung ln52a550  52 widescreen 1080p lcd hdtv  300001 dynamic contrast ratio  5ms response time  piano black,,samsung,1579.0,samsung,False
207652056,Samsung LN46A550 46' LCD TV,"Samsung LN46A550 - 46' Widescreen 1080p LCD HDTV - 30,000:1 Dynamic Contrast Ratio - 5ms Response Time - Piano Black",Samsung,"$1,143.99",samsung ln46a550 46 lcd tv,samsung ln46a550  46 widescreen 1080p lcd hdtv  300001 dynamic contrast ratio  5ms response time  piano black,samsung,1143.99,samsung,False
207653535,OmniMount Stellar G303 Series 3 Shelf Component Stand - Black - G303 DARK,,"OMNIMOUNT SYSTEMS, INC",$299.95,omnimount stellar g303 series 3 shelf component stand  black  g303 dark,,omnimount systems inc,299.95,omnimount,False
207653548,Samsung PN58A550 58' Plasma TV,"Samsung PN58A550 - 58' Widescreen 1080p Plasma HDTV - 1,000,000:1 Dynamic Contrast Ratio - Piano Black",Samsung,"$2,294.90",samsung pn58a550 58 plasma tv,samsung pn58a550  58 widescreen 1080p plasma hdtv  10000001 dynamic contrast ratio  piano black,samsung,2294.9,samsung,False
207654105,Canon EOS Rebel XSi Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens - Silver - 2757B003,Canon EOS Rebel XSi 12 Megapixel Digital SLR Camera with 18-55mm IS Lens - Silver,Canon,$649.88,canon eos rebel xsi digital slr camera with efs 1855mm f3556 is lens  silver  2757b003,canon eos rebel xsi 12 megapixel digital slr camera with 1855mm is lens  silver,canon,649.88,canon,False
207654106,Canon EOS Rebel XSi Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens - Black - 2756B003,Canon EOS Rebel XSi 12 Megapixel Digital SLR Camera with 18-55mm IS Lens - Black,Canon,$649.88,canon eos rebel xsi digital slr camera with efs 1855mm f3556 is lens  black  2756b003,canon eos rebel xsi 12 megapixel digital slr camera with 1855mm is lens  black,canon,649.88,canon,False
207656388,Samsung 4 Series LN37A450 37' LCD TV,"Samsung LN37A450 - 37' Widescreen 720p LCD HDTV - 10,000:1 Dynamic Contrast Ratio - 6ms Response Time - Piano Black",Samsung,$796.82,samsung 4 series ln37a450 37 lcd tv,samsung ln37a450  37 widescreen 720p lcd hdtv  100001 dynamic contrast ratio  6ms response time  piano black,samsung,796.82,samsung,False
207659192,Toshiba SD-P71S Portable DVD Player,Toshiba SD-P71S - 7' Portable DVD Player,Toshiba,$119.36,toshiba sdp71s portable dvd player,toshiba sdp71s  7 portable dvd player,toshiba,119.36,toshiba,False
207659194,Toshiba SD-P91S Portable DVD Player,Toshiba SD-P91S - 9' Portable DVD Player,Toshiba,$164.72,toshiba sdp91s portable dvd player,toshiba sdp91s  9 portable dvd player,toshiba,164.72,toshiba,False
207660497,Samsung LN40A650 40' LCD TV,"Samsung LN40A650 - 40' 1080p LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 120Hz - 4ms Response Time",Samsung,"$1,279.98",samsung ln40a650 40 lcd tv,samsung ln40a650  40 1080p lcd hdtv  500001 dynamic contrast ratio  120hz  4ms response time,samsung,1279.98,samsung,False
207660498,Samsung 5 Series LN37A550 37' LCD TV,"Samsung LN37A550 - 37' Widescreen 1080p LCD HDTV - 15,000:1 Dynamic Contrast Ratio - 5ms Response Time - Piano Black",Samsung,$944.00,samsung 5 series ln37a550 37 lcd tv,samsung ln37a550  37 widescreen 1080p lcd hdtv  150001 dynamic contrast ratio  5ms response time  piano black,samsung,944.0,samsung,False
207660499,Samsung PN50A550 50' Plasma TV,"Samsung PN50A550 - 50' Widescreen 1080p Plasma HDTV - 1,000,000:1 Dynamic Contrast Ratio - Piano Black",Samsung,"$1,499.98",samsung pn50a550 50 plasma tv,samsung pn50a550  50 widescreen 1080p plasma hdtv  10000001 dynamic contrast ratio  piano black,samsung,1499.98,samsung,False
207666379,Sony 8GB Memory Stick PRO Duo Card - MSMT8G,8 GB,Sony,$49.85,sony 8gb memory stick pro duo card  msmt8g,8 gb,sony,49.85,sony,False
207666380,Sony 1GB Memory Stick PRO Duo Card - MSMT1G,1 GB,Sony,$13.41,sony 1gb memory stick pro duo card  msmt1g,1 gb,sony,13.41,sony,False
207666381,Sony 4GB Memory Stick PRO Duo Card - MSMT4G,4 GB,Sony,$26.92,sony 4gb memory stick pro duo card  msmt4g,4 gb,sony,26.92,sony,False
207666382,Sony 2GB Memory Stick PRO Duo Card - MSMT2G,2 GB,Sony,$15.99,sony 2gb memory stick pro duo card  msmt2g,2 gb,sony,15.99,sony,False
207667994,Yamaha RX-V663 Home Theater Receiver - RXV663BL,"665W - Dolby TrueHD, Dolby Digital EX, Dolby Pro Logic IIx, Dolby Digital Plus, DTS-HD, DTS-ES, DTS 96/24, DTS Neo:6, Neural SurroundXM",Yamaha,$499.00,yamaha rxv663 home theater receiver  rxv663bl,665w  dolby truehd dolby digital ex dolby pro logic iix dolby digital plus dtshd dtses dts 9624 dts neo6 neural surroundxm,yamaha,499.0,yamaha,False
207667995,"Handycam HDR-UX10 DVD Camcorder (15x Opt, 180x Dig, 2.7' LCD) - HDRUX10",,Sony,$768.24,handycam hdrux10 dvd camcorder 15x opt 180x dig 27 lcd  hdrux10,,sony,768.24,sony,False
207679756,Samsung 4 Series LN32A450 32' LCD TV,Samsung LN32A450 - 32' Widescreen 720p LCD HDTV - 10000:1 Dynamic Contrast Ratio - 6ms Response Time - Piano Black,Samsung,$578.00,samsung 4 series ln32a450 32 lcd tv,samsung ln32a450  32 widescreen 720p lcd hdtv  100001 dynamic contrast ratio  6ms response time  piano black,samsung,578.0,samsung,False
207682339,Speck Products SeeThru Case for Apple MacBook Air - MBA-PNK-SEE,Plastic - Pink,Speck Products,,speck products seethru case for apple macbook air  mbapnksee,plastic  pink,speck products,,speck,True
207682340,Speck Products SeeThru Case for Apple MacBook Air - MBA-CLR-SEE,Plastic - Clear,Speck Products,,speck products seethru case for apple macbook air  mbaclrsee,plastic  clear,speck products,,speck,True
207682397,Logitech V450 Nano Cordless Laser Mouse For Notebooks - 910-000619,Laser,Logitech,,logitech v450 nano cordless laser mouse for notebooks  910000619,laser,logitech,,logitech,True
207686035,TOMTOM ONE 130 Carry Bag - 9UEA.017.00,Black,Tom Tom,$14.74,tomtom one 130 carry bag  9uea01700,black,tom tom,14.74,tom,False
207686156,Samsung 4 Series LN26A450 26' LCD TV,Samsung LN26A450 - 26' Widescreen 720p LCD HDTV - 5000:1 Dynamic Contrast Ratio - 8ms Response Time - Piano Black,Samsung,$549.00,samsung 4 series ln26a450 26 lcd tv,samsung ln26a450  26 widescreen 720p lcd hdtv  50001 dynamic contrast ratio  8ms response time  piano black,samsung,549.0,samsung,False
207686317,Coby Electronics TF-TV1022 10.2' LCD TV - TFTV1022,"10.2' - Active Matrix TFT - ATSC, NTSC - 16:9 - 800 x 480 - HDTV",Coby,$119.99,coby electronics tftv1022 102 lcd tv  tftv1022,102  active matrix tft  atsc ntsc  169  800 x 480  hdtv,coby,119.99,coby,False
207875395,Logitech V470 Cordless Laser Mouse for Notebooks - 910-000692,Laser,Logitech,,logitech v470 cordless laser mouse for notebooks  910000692,laser,logitech,,logitech,True
207876534,"Panasonic Viera TH-50PZ800U - 50' Widescreen 1080p Plasma HDTV - 1,000,000:1 Dynamic Contrast Ratio",,Panasonic,"$1,711.19",panasonic viera th50pz800u  50 widescreen 1080p plasma hdtv  10000001 dynamic contrast ratio,,panasonic,1711.19,panasonic,False
207876535,Yamaha RX-V863 Home Theater Receiver - RXV863BL,"735W - Dolby TrueHD, Dolby Digital EX, Dolby Pro Logic IIx, Dolby Digital Plus, DTS-HD, DTS-ES, DTS 96/24, DTS Neo:6, Neural SurroundXM",Yamaha,$649.99,yamaha rxv863 home theater receiver  rxv863bl,735w  dolby truehd dolby digital ex dolby pro logic iix dolby digital plus dtshd dtses dts 9624 dts neo6 neural surroundxm,yamaha,649.99,yamaha,False
207895085,TomTom ONE 130 S Portable GPS System w/ Preloaded Maps - 1EE0.052.02,,Tom Tom,,tomtom one 130 s portable gps system w preloaded maps  1ee005202,,tom tom,,tom,True
207897315,Samsung 4 Series LN22A451 22' LCD TV,"Samsung LN22A451 - 22' Widescreen LCD HDTV - 3,000:1 Dynamic Contrast Ratio - 8ms Response Time - White",Samsung,$399.00,samsung 4 series ln22a451 22 lcd tv,samsung ln22a451  22 widescreen lcd hdtv  30001 dynamic contrast ratio  8ms response time  white,samsung,399.0,samsung,False
207897840,Sharp LC26DV24U 26' TV/DVD Combo,Sharp LC-26DV24U - 26' Widescreen TV/DVD Combo HDTV - 800:1 Contrast Ratio - 8ms Response Time - Piano Black,Sharp,$508.72,sharp lc26dv24u 26 tvdvd combo,sharp lc26dv24u  26 widescreen tvdvd combo hdtv  8001 contrast ratio  8ms response time  piano black,sharp,508.72,sharp,False
207899810,Sanus VisionMount LT25-B1 Tilting Wall Mount,175 lb - Black,Sanus,,sanus visionmount lt25b1 tilting wall mount,175 lb  black,sanus,,sanus,True
207899814,Wal-mt Furn Comp Shlf - VF2012-B1,,Sanus,,walmt furn comp shlf  vf2012b1,,sanus,,sanus,True
207900170,Samsung 6 Series HL56A650 56' Projection TV,Samsung HL56A650 - 56' Widescreen 1080p DLP HDTV w/ Built in NTSC/ATSC Tuner - Piano Black,Samsung,"$1,079.96",samsung 6 series hl56a650 56 projection tv,samsung hl56a650  56 widescreen 1080p dlp hdtv w built in ntscatsc tuner  piano black,samsung,1079.96,samsung,False
207900171,Samsung 6 Series HL61A650 61' Projection TV,Samsung HL61A650 - 61' Widescreen 1080p DLP HDTV w/ Built in NTSC/ATSC Tuner - Piano Black,Samsung,"$1,076.94",samsung 6 series hl61a650 61 projection tv,samsung hl61a650  61 widescreen 1080p dlp hdtv w built in ntscatsc tuner  piano black,samsung,1076.94,samsung,False
207900174,Samsung HTZ410T Home Theater System - HTZ410T,Samsung HT-Z410T 5 Disc Home Theater Surround Sound System with HDMI and DivX Playback,Samsung,$279.00,samsung htz410t home theater system  htz410t,samsung htz410t 5 disc home theater surround sound system with hdmi and divx playback,samsung,279.0,samsung,False
207900175,Samsung LN19A450 19' LCD TV,Samsung LN19A450 - 19' Widescreen 720p LCD HDTV - 3000:1 Dynamic Contrast Ratio - 8ms Response Time - Piano Black,Samsung,$348.00,samsung ln19a450 19 lcd tv,samsung ln19a450  19 widescreen 720p lcd hdtv  30001 dynamic contrast ratio  8ms response time  piano black,samsung,348.0,samsung,False
207900176,Samsung 6 Series LN19A650 19' LCD TV,"Samsung LN19A650 - 19' Widescreen LCD HDTV - 3,000:1 Dynamic Contrast Ratio - 8ms Response Time",Samsung,$369.00,samsung 6 series ln19a650 19 lcd tv,samsung ln19a650  19 widescreen lcd hdtv  30001 dynamic contrast ratio  8ms response time,samsung,369.0,samsung,False
207900177,Samsung 4 Series LN22A450 22' LCD TV,Samsung LN22A450 - 22' Widescreen 720p LCD HDTV - 3000:1 Dynamic Contrast Ratio - 8ms Response Time - Piano Black,Samsung,$397.77,samsung 4 series ln22a450 22 lcd tv,samsung ln22a450  22 widescreen 720p lcd hdtv  30001 dynamic contrast ratio  8ms response time  piano black,samsung,397.77,samsung,False
207900178,Samsung LN22A650 22' LCD TV,"Samsung LN22A650 - 22' Widescreen LCD HDTV - 3,000:1 Contrast Ratio - 8ms Response Time",Samsung,$458.00,samsung ln22a650 22 lcd tv,samsung ln22a650  22 widescreen lcd hdtv  30001 contrast ratio  8ms response time,samsung,458.0,samsung,False
207900179,Samsung LN32A550 32' LCD TV,"Samsung LN32A550 - 32' Widescreen 1080p LCD HDTV - 15,000:1 Dynamic Contrast Ratio - 5ms Response Time - Piano Black",Samsung,$849.00,samsung ln32a550 32 lcd tv,samsung ln32a550  32 widescreen 1080p lcd hdtv  150001 dynamic contrast ratio  5ms response time  piano black,samsung,849.0,samsung,False
207900180,"Samsung PN42A450 - 42' Widescreen 720p Plasma HDTV - 100,000:1 Dynamic Contrast Ratio - Piano Black - PN42A450P",,Samsung,$899.99,samsung pn42a450  42 widescreen 720p plasma hdtv  1000001 dynamic contrast ratio  piano black  pn42a450p,,samsung,899.99,samsung,False
207900343,Samsung HT-TZ515 Home Theater System - HTZ515/XAA,SAMSUNG 5 DVD HM THEATER WI-FI XM READY NIC,Samsung,,samsung httz515 home theater system  htz515xaa,samsung 5 dvd hm theater wifi xm ready nic,samsung,,samsung,True
207907430,Techcraft ABS60 TV Stand,Wood - Black,Techcraft,,techcraft abs60 tv stand,wood  black,techcraft,,techcraft,True
207907535,Sport Neckband Earbuds - MDR AS50G,,Sony,$32.71,sport neckband earbuds  mdr as50g,,sony,32.71,sony,False
207907548,Bass Lover Earbuds Slver - MDRED12LP/SLV,,Sony,$10.99,bass lover earbuds slver  mdred12lpslv,,sony,10.99,sony,False
207907550,Ex Series Earbuds Black - MDR EX32LP/BLK,,Sony,$15.65,ex series earbuds black  mdr ex32lpblk,,sony,15.65,sony,False
207907552,Bass Lover Earbuds Red - MDRED12LP/RED,,Sony,$10.99,bass lover earbuds red  mdred12lpred,,sony,10.99,sony,False
207907555,Ex Series Earbuds Wht - MDR EX55/WHI,,Sony,$25.76,ex series earbuds wht  mdr ex55whi,,sony,25.76,sony,False
207907557,Ex Series Earbuds Pnk - MDR EX55/PNK,,Sony,$23.58,ex series earbuds pnk  mdr ex55pnk,,sony,23.58,sony,False
207907558,Ex Series Earbuds Wht - MDR EX32LP/WHI,,Sony,$16.99,ex series earbuds wht  mdr ex32lpwhi,,sony,16.99,sony,False
207907559,Ex Series Earbuds Black - MDR EX55/BLK,,Sony,$22.20,ex series earbuds black  mdr ex55blk,,sony,22.2,sony,False
207910212,Sony DVP-FX820 Portable DVD Player - DVPFX820,"8' LCD - DVD+RW, DVD-RW, DVD+R, DVD-R, CD-RW - DVD Video, CD-DA, MP3, JPEG Playback - 1 Disc(s) - Black",Sony,$158.72,sony dvpfx820 portable dvd player  dvpfx820,8 lcd  dvdrw dvdrw dvdr dvdr cdrw  dvd video cdda mp3 jpeg playback  1 discs  black,sony,158.72,sony,False
207910213,Sony PSLX300USB USB Record Turntable,Belt Drive,Sony,$119.72,sony pslx300usb usb record turntable,belt drive,sony,119.72,sony,False
207910214,Yamaha RX-V363 Home Theater Receiver - RXV363BL,"500W - Dolby Digital, Dolby Pro Logic II, DTS",Yamaha,$199.00,yamaha rxv363 home theater receiver  rxv363bl,500w  dolby digital dolby pro logic ii dts,yamaha,199.0,yamaha,False
207910337,Apple Wireless Mighty Mouse - MB111LL/A,Laser - 4 x Button,Apple,$69.00,apple wireless mighty mouse  mb111lla,laser  4 x button,apple,69.0,apple,False
207910387,DENON PRO 5 CD CAROUSEL CHANGER NIC - DCM290P,,Denon,,denon pro 5 cd carousel changer nic  dcm290p,,denon,,denon,True
207919773,Samsung 7 Series LN46A750 46' LCD TV - LN46A750R1FXZA,"Samsung LN46A750 - 46' 1080p LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 6ms Response Time - 120Hz",Samsung,"$1,537.77",samsung 7 series ln46a750 46 lcd tv  ln46a750r1fxza,samsung ln46a750  46 1080p lcd hdtv  500001 dynamic contrast ratio  6ms response time  120hz,samsung,1537.77,samsung,False
207920831,Griffin TuneBuds Stereo Earset - 9410-TUNBMBLB,Ear-bud,Griffin,$19.53,griffin tunebuds stereo earset  9410tunbmblb,earbud,griffin,19.53,griffin,False
207925431,Panasonic SC-PT660 Home Theater System,"DVD Player, 5.1 Speakers - 5 Disc(s) - Progressive Scan - 1000W RMS - Dolby Digital, DTS, Dolby Pro Logic",Panasonic,,panasonic scpt660 home theater system,dvd player 51 speakers  5 discs  progressive scan  1000w rms  dolby digital dts dolby pro logic,panasonic,,panasonic,True
207925432,Panasonic SC-PT760 Home Theater System,Panasonic SC-PT760 Premium Sound DVD Home Theater System with Kelton Subwoofer,Panasonic,$319.97,panasonic scpt760 home theater system,panasonic scpt760 premium sound dvd home theater system with kelton subwoofer,panasonic,319.97,panasonic,False
207925440,Griffin SmartTalk Headphone Adapter with Control and Mic for iPhone - 3016-SMRTLKB,30',Griffin,,griffin smarttalk headphone adapter with control and mic for iphone  3016smrtlkb,30,griffin,,griffin,True
207927557,Samsung 6 Series LN32A650 32' LCD TV,"Samsung LN32A650 - 32' 1080p LCD HDTV - 50,000:1 Dynamic Contrast Ratio - 4ms Response Time",Samsung,$916.13,samsung 6 series ln32a650 32 lcd tv,samsung ln32a650  32 1080p lcd hdtv  500001 dynamic contrast ratio  4ms response time,samsung,916.13,samsung,False
207929461,TomTom XL 330 Portable GPS System w/ Preloaded Maps - 1EG0.052.00,,Tom Tom,,tomtom xl 330 portable gps system w preloaded maps  1eg005200,,tom tom,,tom,True
207934190,Sony STR-DG520 A/V Receiver - STRDG520,"Dolby Digital, Dolby Pro Logic II, Digital Cinema Sound, DTS",Sony,$164.51,sony strdg520 av receiver  strdg520,dolby digital dolby pro logic ii digital cinema sound dts,sony,164.51,sony,False
207934191,Sony STR-DG720 A/V Receiver - STRDG720,"Dolby Digital, Dolby Pro Logic II, DTS 96/24, DTS Neo:6, Dolby Digital EX, Dolby Pro Logic IIx, Dolby Pro Logic, DTS-ES, Digital Cinema Sound, DTS",Sony,$224.79,sony strdg720 av receiver  strdg720,dolby digital dolby pro logic ii dts 9624 dts neo6 dolby digital ex dolby pro logic iix dolby pro logic dtses digital cinema sound dts,sony,224.79,sony,False
