id,name,description,price,name_clean,description_clean,price_clean,brand_clean,price_flag
34595,Hoover EmPower Bagless Upright Vacuum - U5269,Hoover EmPower Bagless Upright Vacuum - U5269/ Hush Mode/ Power Boost/ No Assembly Required/ Folding Handle For Easy Storage/ Allergen Filter/ 12 Amp Motor/ Tools Included/ Green Finish,$99.00,hoover empower bagless upright vacuum  u5269,hoover empower bagless upright vacuum  u5269 hush mode power boost no assembly required folding handle for easy storage allergen filter 12 amp motor tools included green finish,99.0,hoover,False
34609,Panasonic DECT 6.0 Expandable Digital Cordless Phone With All-Digital Answering System - KXTG9344T,Panasonic DECT 6.0 Expandable Digital Cordless Phone With All-Digital Answering System - KXTG9344T/ 4 Handsets System/ Up To 6 Multi-Handset Capability/ Digital Answering Machine System/ Ringer ID/ Call Waiting Caller ID/ Voicemail/ Hold/ Voice Menu/ Marker Message/ Mute/ Clock/ Alarm/ LED Lighting/ Night Mode/ Call Block/ Speakerphone/ 11 Days Standby/ 5 Hours Talk Time/ Black Metallic Finish,$139.00,panasonic dect 60 expandable digital cordless phone with alldigital answering system  kxtg9344t,panasonic dect 60 expandable digital cordless phone with alldigital answering system  kxtg9344t 4 handsets system up to 6 multihandset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,139.0,panasonic,False
34610,Panasonic DECT 6.0 Expandable Digital Cordless Phone With All-Digital Answering System - KXTG9343T,Panasonic DECT 6.0 Expandable Digital Cordless Phone With All-Digital Answering System - KXTG9343T/ 3 Handsets System/ Up To 6 Multi-Handset Capability/ Digital Answering Machine System/ Ringer ID/ Call Waiting Caller ID/ Voicemail/ Hold/ Voice Menu/ Marker Message/ Mute/ Clock/ Alarm/ LED Lighting/ Night Mode/ Call Block/ Speakerphone/ 11 Days Standby/ 5 Hours Talk Time/ Black Metallic Finish,,panasonic dect 60 expandable digital cordless phone with alldigital answering system  kxtg9343t,panasonic dect 60 expandable digital cordless phone with alldigital answering system  kxtg9343t 3 handsets system up to 6 multihandset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,,panasonic,True
34624,Sony 7.1 Channel Black A/V Receiver - STRDG720,"Sony 7.1 Channel Black A/V Receiver - STRDG720/ 105 Watts X 7 Amplifier Power/ Accepts 1080/60p And 24p Video Signal Via HDMI/ BRAVIA Sync/ Digital MEDIA Port/ Digital Cinema Auto Calibration/ Digital Cinema Sound/ Dolby Digital, Dolby Digital EX, Dolby Pro Logic II, Dolby Pro Logic IIx, Dts, Dts-ES, Dts 96/24, Dts NEO:6 Decoding/ Black Finish",,sony 71 channel black av receiver  strdg720,sony 71 channel black av receiver  strdg720 105 watts x 7 amplifier power accepts 108060p and 24p video signal via hdmi bravia sync digital media port digital cinema auto calibration digital cinema sound dolby digital dolby digital ex dolby pro logic ii dolby pro logic iix dts dtses dts 9624 dts neo6 decoding black finish,,sony,True
34637,Sony Black Speaker Dock And Clock Radio For iPod And iPhone - ICFC1IPMK2BLK,Sony ICFC1IPMK2 Black Speaker Dock And Clock Radio For iPod And iPhone - ICFC1IPMK2BLK/ Unique Adjustable Backstop For iPods/ 3 Wake-Sleep Sound Alert Options/ Digital AM-FM Tuner/ Alarm Clock/ Automatic Time Set/ Automatic Daylight Savings Time/ Battery Charger/ Audio Input/ Black Finish,,sony black speaker dock and clock radio for ipod and iphone  icfc1ipmk2blk,sony icfc1ipmk2 black speaker dock and clock radio for ipod and iphone  icfc1ipmk2blk unique adjustable backstop for ipods 3 wakesleep sound alert options digital amfm tuner alarm clock automatic time set automatic daylight savings time battery charger audio input black finish,,sony,True
34638,Sony White Speaker Dock And Clock Radio For iPod And iPhone - ICFC1IPMK2WHT,Sony ICFC1IPMK2 White Speaker Dock And Clock Radio For iPod And iPhone - ICFC1IPMK2WHT/ Unique Adjustable Backstop For iPods/ 3 Wake-Sleep Sound Alert Options/ Digital AM-FM Tuner/ Alarm Clock/ Automatic Time Set/ Automatic Daylight Savings Time/ Battery Charger/ Audio Input/ White Finish,,sony white speaker dock and clock radio for ipod and iphone  icfc1ipmk2wht,sony icfc1ipmk2 white speaker dock and clock radio for ipod and iphone  icfc1ipmk2wht unique adjustable backstop for ipods 3 wakesleep sound alert options digital amfm tuner alarm clock automatic time set automatic daylight savings time battery charger audio input white finish,,sony,True
34640,Contour Design Showcase Premium Protection Case For 80 GB iPod Classic - SHCLS80B02,Contour Design Showcase Premium Protection Case For 80 GB iPod Classic - SHCLS80B02/ For 80 GB iPod Classic/ Dual Layer Hybrid Protection/ Shock Absorbing Rubber Combined With Crystal Clear Plastic/ Removable Belt Clip/ Open And Shut Case With Dual Secure Sliding Latch,,contour design showcase premium protection case for 80 gb ipod classic  shcls80b02,contour design showcase premium protection case for 80 gb ipod classic  shcls80b02 for 80 gb ipod classic dual layer hybrid protection shock absorbing rubber combined with crystal clear plastic removable belt clip open and shut case with dual secure sliding latch,,contour,True
34648,Samsung 46' Series 7 LCD Black Flat Panel HDTV - LN46A750,"Samsung 46' Series 7 LCD Black Flat Panel HDTV - LN46A750/ Touch Of Color Design/ Full 1080p High Definition Resolution/ 16:9 Widescreen Aspect Ratio/ 50,000:1 Dynamic Contrast Ratio/ 4ms Response Time/ SRS TruSurround XT Audio/ Built-In Digital Tuner (ATSC/Clear QAM)/ Picture-In-Picture/ 4 HDMI Connections (3 Rear/1 Side)/ Black With Red Accent Finish",,samsung 46 series 7 lcd black flat panel hdtv  ln46a750,samsung 46 series 7 lcd black flat panel hdtv  ln46a750 touch of color design full 1080p high definition resolution 169 widescreen aspect ratio 500001 dynamic contrast ratio 4ms response time srs trusurround xt audio builtin digital tuner atscclear qam pictureinpicture 4 hdmi connections 3 rear1 side black with red accent finish,,samsung,True
34657,Samsung 40' Series 7 LCD Black Flat Panel HDTV - LN40A750,"Samsung 40' Series 7 LCD Black Flat Panel HDTV - LN40A750/ Touch Of Color Design/ Full 1080p High Definition Resolution/ 16:9 Widescreen Aspect Ratio/ 50,000:1 Dynamic Contrast Ratio/ 4ms Response Time/ SRS TruSurround XT Audio/ Built-In Digital Tuner (ATSC/Clear QAM)/ Picture-In-Picture/ 4 HDMI Connections (3 Rear/1 Side)/ Black With Red Accent Finish",,samsung 40 series 7 lcd black flat panel hdtv  ln40a750,samsung 40 series 7 lcd black flat panel hdtv  ln40a750 touch of color design full 1080p high definition resolution 169 widescreen aspect ratio 500001 dynamic contrast ratio 4ms response time srs trusurround xt audio builtin digital tuner atscclear qam pictureinpicture 4 hdmi connections 3 rear1 side black with red accent finish,,samsung,True
34659,Mitsubishi 735 Series 60' 1080p DLP Rear Projection Black HDTV - WD60735,Mitsubishi 735 Series 60' 1080p DLP Rear Projection Black HDTV - WD60735/ 1920 x 1080 Full HD Resolution/ xvColor/ Tru1080p Processing/ Plush1080p/ 4D Video Noise Reduction/ 6-Color Processor/ 3D Ready/ Front USB Input/ 3 Rear HDMI 1.3 Inputs/ Black Finish,,mitsubishi 735 series 60 1080p dlp rear projection black hdtv  wd60735,mitsubishi 735 series 60 1080p dlp rear projection black hdtv  wd60735 1920 x 1080 full hd resolution xvcolor tru1080p processing plush1080p 4d video noise reduction 6color processor 3d ready front usb input 3 rear hdmi 13 inputs black finish,,mitsubishi,True
34661,Mitsubishi 735 Series 65' 1080p DLP Rear Projection Black HDTV - WD65735,Mitsubishi 735 Series 65' 1080p DLP Rear Projection Black HDTV - WD65735/ 1920 x 1080 Full HD Resolution/ xvColor/ Tru1080p Processing/ Plush1080p/ 4D Video Noise Reduction/ 6-Color Processor/ 3D Ready/ Front USB Input/ 3 Rear HDMI 1.3 Inputs/ Black Finish,,mitsubishi 735 series 65 1080p dlp rear projection black hdtv  wd65735,mitsubishi 735 series 65 1080p dlp rear projection black hdtv  wd65735 1920 x 1080 full hd resolution xvcolor tru1080p processing plush1080p 4d video noise reduction 6color processor 3d ready front usb input 3 rear hdmi 13 inputs black finish,,mitsubishi,True
34662,Mitsubishi 736 Series 65' 1080p DLP Rear Projection Black HDTV - WD65736,Mitsubishi 736 Series 65' 1080p DLP Rear Projection Black HDTV - WD65736/ 1920 x 1080 Full HD Resolution/ xvColor/ Tru1080p Processing/ Plush1080p/ 4D Video Noise Reduction/ 6-Color Processor/ DeepField Imager/ 3D Ready/ NetCommand IR/ Front USB And HDMI Input/ 3 Rear HDMI 1.3 Inputs/ Black Finish,,mitsubishi 736 series 65 1080p dlp rear projection black hdtv  wd65736,mitsubishi 736 series 65 1080p dlp rear projection black hdtv  wd65736 1920 x 1080 full hd resolution xvcolor tru1080p processing plush1080p 4d video noise reduction 6color processor deepfield imager 3d ready netcommand ir front usb and hdmi input 3 rear hdmi 13 inputs black finish,,mitsubishi,True
34666,Panasonic VIERA 50' Plasma Flat Panel Black HDTV - TH50PZ800U,"Panasonic VIERA 50' Plasma Flat Panel Black HDTV - TH50PZ800U/ 1920 x 1080 Full HD Resolution/ One-Sheet Glass Design/ Anti-Reflective Screen/ 4096 Shades of Gradation/ 1,000,000:1 Dynamic Contrast Ratio/ 24p Film Mode/ THX Certified/ VIERA Link/ Deep Color/ x.v.Color/ Digital Comb Filter/ 3D Color Management/ Motion Pattern Noise Reduction/ Black Finish",,panasonic viera 50 plasma flat panel black hdtv  th50pz800u,panasonic viera 50 plasma flat panel black hdtv  th50pz800u 1920 x 1080 full hd resolution onesheet glass design antireflective screen 4096 shades of gradation 10000001 dynamic contrast ratio 24p film mode thx certified viera link deep color xvcolor digital comb filter 3d color management motion pattern noise reduction black finish,,panasonic,True
34697,LaCie 500GB d2 Quadra External Hard Drive - 301825U,LaCie 500GB d2 Quadra External Hard Drive - 301825U/ Quadruple Interface For Full PC And Mac Compatibility/ Interface Bandwidth Up To 3Gbits/s (eSATA)/ Advanced Aluminum Heat Sink Design Cooling System For Quiet Operation/ 7200 Rotational Speed (rpm)/ 16MB Cache/ Compatible With Time Machine,$159.00,lacie 500gb d2 quadra external hard drive  301825u,lacie 500gb d2 quadra external hard drive  301825u quadruple interface for full pc and mac compatibility interface bandwidth up to 3gbitss esata advanced aluminum heat sink design cooling system for quiet operation 7200 rotational speed rpm 16mb cache compatible with time machine,159.0,lacie,False
34708,Onkyo Black CD Receiver System - CS325,Onkyo Black CD Receiver System - CS325/ 14 Watts per Channel/ Wide Range Amplifier Technology/ Plays Audio CDs And MP3s/ MP3 Settings/ 4-Mode Timer/ iPod Compatible With RI Dock/ Super Bass Function/ Battery Free Memory Backup/ Black Finish,,onkyo black cd receiver system  cs325,onkyo black cd receiver system  cs325 14 watts per channel wide range amplifier technology plays audio cds and mp3s mp3 settings 4mode timer ipod compatible with ri dock super bass function battery free memory backup black finish,,onkyo,True
34719,Panasonic DECT 6.0 Black Expandable Digital Cordless Phone - KXTG9361B,Panasonic DECT 6.0 Black Expandable Digital Cordless Phone - KXTG9361B/ Drop And Splash Resistant/ Multi-Handset Capability/ Ringer ID/ Call Waiting Caller ID/ Voicemail/ Hold/ Mute/ Clock/ Alarm/ LED Lighting/ Night Mode/ Call Block/ Speakerphone/ 11 Days Standby/ 5 Hours Talk Time/ Black Finish,$48.00,panasonic dect 60 black expandable digital cordless phone  kxtg9361b,panasonic dect 60 black expandable digital cordless phone  kxtg9361b drop and splash resistant multihandset capability ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black finish,48.0,panasonic,False
34723,Sony 1GB Memory Stick PRO Duo Mark 2 Media Card - MSMT1G,Sony 1GB Memory Stick PRO Duo Mark 2 Media Card - MSMT1G/ 160 Mbps Transfer Speed/ 940MB Actual Capacity,$19.00,sony 1gb memory stick pro duo mark 2 media card  msmt1g,sony 1gb memory stick pro duo mark 2 media card  msmt1g 160 mbps transfer speed 940mb actual capacity,19.0,sony,False
34724,Sony 2GB Memory Stick PRO Duo Mark 2 Media Card - MSMT2G,Sony 2GB Memory Stick PRO Duo Mark 2 Media Card - MSMT2G/ 160 Mbps Transfer Speed/ 1.85GB Actual Capacity,$29.99,sony 2gb memory stick pro duo mark 2 media card  msmt2g,sony 2gb memory stick pro duo mark 2 media card  msmt2g 160 mbps transfer speed 185gb actual capacity,29.99,sony,False
34725,Sony 4GB Memory Stick PRO Duo Mark 2 Media Card - MSMT4G,Sony 4GB Memory Stick PRO Duo Mark 2 Media Card - MSMT4G/ 160 Mbps Transfer Speed/ Ideal For AVCHD Recording/ 3.66GB Actual Capacity,,sony 4gb memory stick pro duo mark 2 media card  msmt4g,sony 4gb memory stick pro duo mark 2 media card  msmt4g 160 mbps transfer speed ideal for avchd recording 366gb actual capacity,,sony,True
34727,Sony 8GB Memory Stick PRO Duo Mark 2 Media Card - MSMT8G,Sony 8GB Memory Stick PRO Duo Mark 2 Media Card - MSMT8G/ 160 Mbps Transfer Speed/ Ideal For AVCHD Recording/ 7.35GB Actual Capacity,,sony 8gb memory stick pro duo mark 2 media card  msmt8g,sony 8gb memory stick pro duo mark 2 media card  msmt8g 160 mbps transfer speed ideal for avchd recording 735gb actual capacity,,sony,True
34728,Sony 16GB Memory Stick PRO Duo Mark 2 Media Card - MSMT16G,"Sony 16GB Memory Stick PRO Duo Mark 2 Media Card - MSMT16G/ 160 Mbps Transfer Speed/ Captures Approximately 5 Hours Of HD Recording/ Holds Up To Approximately 4,500 8 Megapixel Images/ 14.9GB Actual Capacity",,sony 16gb memory stick pro duo mark 2 media card  msmt16g,sony 16gb memory stick pro duo mark 2 media card  msmt16g 160 mbps transfer speed captures approximately 5 hours of hd recording holds up to approximately 4500 8 megapixel images 149gb actual capacity,,sony,True
34747,Canon BCI-6 Multipack Ink Tanks - 4705A018,"Canon BCI-6 Multipack Ink Tanks - 4705A018/ Includes 1 Black, 1 Magneta, 1 Light Magenta, 1 Cyan, 1 Light Cyan, And 1 Yellow Cartridge/ BCI-6 Color Inkjet Cartridge/ For Canon i9900 & Pixma iP8500 Series Printers",,canon bci6 multipack ink tanks  4705a018,canon bci6 multipack ink tanks  4705a018 includes 1 black 1 magneta 1 light magenta 1 cyan 1 light cyan and 1 yellow cartridge bci6 color inkjet cartridge for canon i9900  pixma ip8500 series printers,,canon,True
34751,Panasonic DECT 6.0 Black Expandable Digital Cordless Phone System - KXTG9372B,Panasonic DECT 6.0 Black Expandable Digital Cordless Phone System - KXTG9372B/ Drop And Splash Resistant/ 2 Handsets/ Up To 6 Multi-Handset Capability/ Digital Answering Machine System/ Ringer ID/ Call Waiting Caller ID/ Voicemail/ Hold/ Mute/ Clock/ Alarm/ LED Lighting/ Night Mode/ Call Block/ Speakerphone/ 11 Days Standby/ 5 Hours Talk Time/ Black Finish,,panasonic dect 60 black expandable digital cordless phone system  kxtg9372b,panasonic dect 60 black expandable digital cordless phone system  kxtg9372b drop and splash resistant 2 handsets up to 6 multihandset capability digital answering machine system ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black finish,,panasonic,True
34754,Panasonic DECT 6.0 Black Metallic Expandable Digital Cordless Phone System - KXTG9332T,Panasonic DECT 6.0 Black Metallic Expandable Digital Cordless Phone System - KXTG9332T/ 2 Handsets/ Up To 6 Multi-Handset Capability/ Digital Answering Machine System/ Ringer ID/ Call Waiting Caller ID/ Voicemail/ Hold/ Mute/ Clock/ Alarm/ LED Lighting/ Night Mode/ Call Block/ Speakerphone/ 11 Days Standby/ 5 Hours Talk Time/ Black Metallic Finish,,panasonic dect 60 black metallic expandable digital cordless phone system  kxtg9332t,panasonic dect 60 black metallic expandable digital cordless phone system  kxtg9332t 2 handsets up to 6 multihandset capability digital answering machine system ringer id call waiting caller id voicemail hold mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,,panasonic,True
34770,Samsung 52' Series 7 Black Flat Panel LCD HDTV - LN52A750,"Samsung 52' Series 7 Black Flat Panel LCD HDTV - LN52A750/ 1920 x 1080 Full HD Resolution/ 50,000:1 Dynamic Contrast Ratio/ 4ms Response Time/ SRS Trusurround XT/ Touch Of Color Design/ Auto Motion Plus 120Hz/ Ultra Clear Panel/ Pre-Loaded Content/ Black Finish",,samsung 52 series 7 black flat panel lcd hdtv  ln52a750,samsung 52 series 7 black flat panel lcd hdtv  ln52a750 1920 x 1080 full hd resolution 500001 dynamic contrast ratio 4ms response time srs trusurround xt touch of color design auto motion plus 120hz ultra clear panel preloaded content black finish,,samsung,True
34791,Canon PG-40 Black Ink Cartridge Twin Pack - PG40TBK,"Canon PG-40 Black Ink Cartridge Twin Pack - PG40TBK/ Compatible With Canon FAX-JX200, PIXMA iP1600, PIXMA iP1700, PIXMA iP6000D, PIXMA MP150, PIXMA MP160, PIXMA MP170, PIXMA MP180, PIXMA MP450, PIXMA MP460/ Black Ink",,canon pg40 black ink cartridge twin pack  pg40tbk,canon pg40 black ink cartridge twin pack  pg40tbk compatible with canon faxjx200 pixma ip1600 pixma ip1700 pixma ip6000d pixma mp150 pixma mp160 pixma mp170 pixma mp180 pixma mp450 pixma mp460 black ink,,canon,True
34815,Pioneer Black Premier Single CD Receiver - DEHP700BT,Pioneer Black Premier Single CD Receiver - DEHP700BT/ Built-In Bluetooth Solution/ USB Direct Control For iPod/ Advanced Sound Retriever/ 3 RCA Hi-Volt Preouts/ Two-Way Crossover/ Built-In MOSFET 50 W x 4 Amplifier/ Supertuner IIID/ Amplifier Off Mode/ Display Off Mode,$308.00,pioneer black premier single cd receiver  dehp700bt,pioneer black premier single cd receiver  dehp700bt builtin bluetooth solution usb direct control for ipod advanced sound retriever 3 rca hivolt preouts twoway crossover builtin mosfet 50 w x 4 amplifier supertuner iiid amplifier off mode display off mode,308.0,pioneer,False
34824,Sony DSLR-A350 Digital Camera And 18-70mm Zoom Lens - DSLRA350K,Sony DSLR-A350 Digital Camera And 18-70mm Zoom Lens - DSLRA350K/ 14.2 Megapixel/ Tiltable 2.7 Clear Photo LCD Plus Screen/ Smart Teleconverter 2X Zoom/ Bionz Image Processor/ Super SteadyShot In-Camera Image Stabilization/ Anti-Dust Technology/ Eye-Start Autofocus System/ Auto Pop-Up Flash/ Black Finish,,sony dslra350 digital camera and 1870mm zoom lens  dslra350k,sony dslra350 digital camera and 1870mm zoom lens  dslra350k 142 megapixel tiltable 27 clear photo lcd plus screen smart teleconverter 2x zoom bionz image processor super steadyshot incamera image stabilization antidust technology eyestart autofocus system auto popup flash black finish,,sony,True
34829,Speck SeeThru Clear Hard Shell Case For MacBook Air - MBACLRSEE,Speck SeeThru Clear Hard Shell Case For MacBook Air - MBACLRSEE/ Thin And Sleek Protective Case/ Access To All Ports/ 2-Piece Snap On/ Clear Finish,,speck seethru clear hard shell case for macbook air  mbaclrsee,speck seethru clear hard shell case for macbook air  mbaclrsee thin and sleek protective case access to all ports 2piece snap on clear finish,,speck,True
34831,Speck SeeThru Pink Hard Shell Case For MacBook Air - MBAPNKSEE,Speck SeeThru Pink Hard Shell Case For MacBook Air - MBAPNKSEE/ Thin And Sleek Protective Case/ Access To All Ports/ 2-Piece Snap On/ Pink Finish,,speck seethru pink hard shell case for macbook air  mbapnksee,speck seethru pink hard shell case for macbook air  mbapnksee thin and sleek protective case access to all ports 2piece snap on pink finish,,speck,True
34836,Sony Picture Station Digital Photo Printer - DPPFP95,"Sony Picture Station Digital Photo Printer - DPPFP95/ HDMI Output/ Lab-Quality Prints In 45 Seconds/ One-Button Auto Touch-Up/ Compatible With Memory Stick, SD, Compact Flash, And xD Card/ White Finish",,sony picture station digital photo printer  dppfp95,sony picture station digital photo printer  dppfp95 hdmi output labquality prints in 45 seconds onebutton auto touchup compatible with memory stick sd compact flash and xd card white finish,,sony,True
34848,LG Stainless Steel Freestanding Electric Range - LRE30453SS,LG Stainless Steel Freestanding Electric Range - LRE30453SS/ 5.6 Cu. Ft. Capacity/ Touch Controls/ EvenJet Convection System/ Wideview Window/ 5 Cooktop Elements With Warming Zone/ Auto Recipe Conversion/ Self-Cleaning/ GoCook Smart Oven Light/ Storage Drawer/ Stainless Steel Finish,,lg stainless steel freestanding electric range  lre30453ss,lg stainless steel freestanding electric range  lre30453ss 56 cu ft capacity touch controls evenjet convection system wideview window 5 cooktop elements with warming zone auto recipe conversion selfcleaning gocook smart oven light storage drawer stainless steel finish,,lg,True
34854,Sony 19' BRAVIA M-Series Silver LCD Flat Panel HDTV - KDL19M4000S,Sony 19' BRAVIA M-Series Silver LCD Flat Panel HDTV - KDL19M4000S/ 720p Resolution (1440x900)/ Up To 1080/60p Input Capable Via HDMI/ MPEG Noise Reduction/ 3D Comb Filter/ ATSC/NTSC Tuner With QAM/ VESA Hole Spacing Compatible/ CineMotion Reverse 3:2 Pulldown Technology/ Silver Finish,,sony 19 bravia mseries silver lcd flat panel hdtv  kdl19m4000s,sony 19 bravia mseries silver lcd flat panel hdtv  kdl19m4000s 720p resolution 1440x900 up to 108060p input capable via hdmi mpeg noise reduction 3d comb filter atscntsc tuner with qam vesa hole spacing compatible cinemotion reverse 32 pulldown technology silver finish,,sony,True
34858,Sony 26' BRAVIA M-Series Black LCD Flat Panel HDTV - KDL26M4000,"Sony 26' BRAVIA M-Series Black LCD Flat Panel HDTV - KDL26M4000/ 1366 x 768p Resolution/ Advanced Contrast Enhancer Circuit (ACE)/ BRAVIA Engine Fully Digital Video Processor/ ATSC/NTSC Tuner With QAM/ 9,000:1 Dynamic Contrast Ratio/ 3D Comb Filter/ Black Finish",,sony 26 bravia mseries black lcd flat panel hdtv  kdl26m4000,sony 26 bravia mseries black lcd flat panel hdtv  kdl26m4000 1366 x 768p resolution advanced contrast enhancer circuit ace bravia engine fully digital video processor atscntsc tuner with qam 90001 dynamic contrast ratio 3d comb filter black finish,,sony,True
34860,LG LDC22720ST 22 Cu. Ft. Smooth White Bottom Freezer Refrigerator - LDC22720SS,LG LDC22720ST 22 Cu. Ft. Stainless Steel Bottom Freezer Refrigerator - LDC22720SS/ 4 Split Tempered Glass Shelves/ Upfront Digital Temperature Controls/ 2 Clear Humidity Controlled Crispers/ Multi-Air Flow Cooling/ IcePlus Accelerated Freezing Function/ LoDecibel Quiet Operation/ BioShield Anti-Bacterial Door Seal/ Freezer Drawer/ Stainless Steel Finish,,lg ldc22720st 22 cu ft smooth white bottom freezer refrigerator  ldc22720ss,lg ldc22720st 22 cu ft stainless steel bottom freezer refrigerator  ldc22720ss 4 split tempered glass shelves upfront digital temperature controls 2 clear humidity controlled crispers multiair flow cooling iceplus accelerated freezing function lodecibel quiet operation bioshield antibacterial door seal freezer drawer stainless steel finish,,lg,True
34864,Sony 46' BRAVIA S-Series Black LCD Flat Panel HDTV - KDL46S4100,"Sony 46' BRAVIA S-Series Black LCD Flat Panel HDTV - KDL46S4100/ 1920 x 1080 Full HD Resolution/ 24p True Cinema/ ATSCTM/NTSC Tuner With QAM/ 2,500:1 Contrast Ratio/ CineMotion Reverse 3:2 Pulldown Technology/ 3D Comb Filter/ MPEG Noise Reduction/ Black Finish",,sony 46 bravia sseries black lcd flat panel hdtv  kdl46s4100,sony 46 bravia sseries black lcd flat panel hdtv  kdl46s4100 1920 x 1080 full hd resolution 24p true cinema atsctmntsc tuner with qam 25001 contrast ratio cinemotion reverse 32 pulldown technology 3d comb filter mpeg noise reduction black finish,,sony,True
34878,TomTom ONE 130S Car GPS Navigation System - 1EE005202,TomTom ONE 130S Car GPS Navigation System - 1EE005202/ 3.5' LCD Anti-Glare Touch Screen/ Pre-Installed Maps/ Internal Lithium-Ion Battery/ Car Speed Linked Volume/ Automatic Day/Night Mode/ QuickGPSfix/ Text-To-Speech Included,$246.95,tomtom one 130s car gps navigation system  1ee005202,tomtom one 130s car gps navigation system  1ee005202 35 lcd antiglare touch screen preinstalled maps internal lithiumion battery car speed linked volume automatic daynight mode quickgpsfix texttospeech included,246.95,tomtom,False
34880,TomTom ONE XL 330 Car GPS Navigation System - 1EG005200,TomTom ONE XL 330 Car GPS Navigation System - 1EG005200/ 4.3' LCD Anti-Glare Touch Screen/ Pre-Installed Maps/ Internal Lithium-Ion Battery/ Car Speed Linked Volume/ Automatic Day/Night Mode/ QuickGPSfix,$246.95,tomtom one xl 330 car gps navigation system  1eg005200,tomtom one xl 330 car gps navigation system  1eg005200 43 lcd antiglare touch screen preinstalled maps internal lithiumion battery car speed linked volume automatic daynight mode quickgpsfix,246.95,tomtom,False
34881,Sony 32' BRAVIA L-Series Black LCD Flat Panel HDTV - KDL32L4000,"Sony 32' BRAVIA L-Series Black LCD Flat Panel HDTV - KDL32L4000/ 1366 x 768 Resolution/ Up To 1080/60p Input Capable Via HDMI/ ATSC/NTSC Tuner With QAM/ 2,000:1 Contrast Ratio/ CineMotion Reverse 3:2 Pulldown Technology/ 3D Digital Comb Filter/ VESA Hole Spacing Compatible/ Black Finish",,sony 32 bravia lseries black lcd flat panel hdtv  kdl32l4000,sony 32 bravia lseries black lcd flat panel hdtv  kdl32l4000 1366 x 768 resolution up to 108060p input capable via hdmi atscntsc tuner with qam 20001 contrast ratio cinemotion reverse 32 pulldown technology 3d digital comb filter vesa hole spacing compatible black finish,,sony,True
34883,TomTom ONE XL 330S Car GPS Navigation System - 1EG005201,TomTom ONE XL 330S Car GPS Navigation System - 1EG005201/ 4.3' LCD Anti-Glare Touch Screen/ Pre-Installed Maps/ Internal Lithium-Ion Battery/ Car Speed Linked Volume/ Automatic Day/Night Mode/ QuickGPSfix/ Text-To-Speech Included,$296.95,tomtom one xl 330s car gps navigation system  1eg005201,tomtom one xl 330s car gps navigation system  1eg005201 43 lcd antiglare touch screen preinstalled maps internal lithiumion battery car speed linked volume automatic daynight mode quickgpsfix texttospeech included,296.95,tomtom,False
34894,Sony 46' BRAVIA W-Series Black LCD Flat Panel HDTV - KDL46W4100,"Sony 46' BRAVIA W-Series Black LCD Flat Panel HDTV - KDL46W4100/ 1920 x 1080 Full HD Resolution/ DMex/ Motionflow 120Hz Technology/ Advanced Contrast Enhancer (ACE)/ BRAVIA Sync Technology/ 24p True Cinema/ 30,000:1 Dynamic Contrast Ratio/ 3D Comb Filter/ CineMotion Reverse 3:2 Pulldown Technology/ Silver With Black Finish",,sony 46 bravia wseries black lcd flat panel hdtv  kdl46w4100,sony 46 bravia wseries black lcd flat panel hdtv  kdl46w4100 1920 x 1080 full hd resolution dmex motionflow 120hz technology advanced contrast enhancer ace bravia sync technology 24p true cinema 300001 dynamic contrast ratio 3d comb filter cinemotion reverse 32 pulldown technology silver with black finish,,sony,True
34895,Sony 52' BRAVIA V-Series Black LCD Flat Panel HDTV - KDL52V4100,"Sony 52' BRAVIA V-Series 1080p LCD Flat Panel HDTV - KDL52V4100/ 1920 x 1080 Full HD Resolution/ Digital Media Extender (DMex)/ Advanced Contrast Enhancer (ACE)/ 24p True Cinema/ 25,000:1 Dynamic Contrast Ratio/ MPEG Noise Reduction/ 3D Comb Filter/ CineMotion Reverse 3:2 Pulldown Technology/ Black Finish",,sony 52 bravia vseries black lcd flat panel hdtv  kdl52v4100,sony 52 bravia vseries 1080p lcd flat panel hdtv  kdl52v4100 1920 x 1080 full hd resolution digital media extender dmex advanced contrast enhancer ace 24p true cinema 250001 dynamic contrast ratio mpeg noise reduction 3d comb filter cinemotion reverse 32 pulldown technology black finish,,sony,True
